	GpB_1	GpB_2	GpA_1	GpA_2	GpA_3	GpA_4	GpA_5	GpA_6
ATXN1L	48	25	70	56	66	33	23	125
ATXN2	328	279	311	298	422	262	270	230
ATXN2L	2053	1542	2746	1807	2061	2260	2833	2249
ATXN3	50	85	68	86	140	60	54	85
ATXN7	360	250	553	282	353	381	396	289
ATXN7L2	62	26	48	53	43	47	65	66
ATXN7L3	114	91	157	185	229	203	288	166
ATXN7L3B	139	157	74	77	80	79	42	58
AUH	233	159	274	131	50	164	220	374
AUP1	429	193	629	374	594	502	799	568
AURKA	52	189	52	135	107	58	49	85
AURKAIP1	328	287	196	227	187	235	316	241
AURKB	27	383	33	466	224	189	52	282
AVEN	38	61	43	63	39	70	72	73
AVL9	268	207	327	181	228	222	302	219
AXIN1	121	98	207	154	196	143	187	231
AZI2	34	61	43	29	38	48	53	40
AZIN1	396	299	527	551	568	678	890	541
B2M	23922	25669	36756	14790	18874	19428	14062	19992
B3GALT4	39	23	59	28	31	37	47	60
B3GALT6	40	34	34	35	25	39	61	44
B3GAT3	149	123	158	152	78	186	208	234
B3GNT2	361	294	294	167	348	311	418	66
B4GALT1	1469	1372	1850	1417	829	1065	2269	3259
B4GALT3	85	65	186	165	220	202	337	336
B4GALT4	23	61	53	36	44	56	77	45
B4GALT5	135	321	171	237	346	231	334	123
B4GAT1	84	25	44	63	27	47	50	67
BABAM1	275	145	242	234	223	235	310	315
BACH1	158	248	281	174	424	162	384	147
BACH2	2494	640	1398	684	805	1523	1306	366
BAD	89	31	57	56	40	68	87	60
BAG1	97	113	89	121	105	130	204	121
BAG2	93	79	56	53	57	40	52	36
BAG3	218	106	139	124	160	124	113	70
BAG4	346	165	262	164	155	200	228	163
BAG5	114	135	124	127	122	126	180	149
BAG6	1736	1007	1555	1281	1305	1243	1319	1269
BAHD1	439	197	376	226	217	229	206	214
BAK1	39	36	46	55	45	48	55	44
BANF1	459	987	224	344	164	414	243	253
BANK1	571	443	501	421	1032	401	315	231
BANP	105	93	92	80	96	88	91	82
BAP1	165	106	191	243	205	221	217	311
BARD1	57	103	59	123	91	103	61	128
BASP1	982	693	425	533	605	151	476	424
BATF	82	160	77	130	275	151	148	115
BATF3	1227	751	573	565	152	922	1970	861
BAX	606	459	447	735	496	714	1063	720
BAZ1A	887	892	941	737	1104	1084	1433	535
BAZ1B	1053	1101	1095	914	1057	1033	965	755
BAZ2A	3024	1548	3224	2309	2415	2560	2379	2335
BAZ2B	68	107	142	68	48	76	99	150
BBIP1	27	31	39	27	33	36	23	37
BBS1	78	61	70	47	36	60	70	64
BBS2	69	148	215	62	111	135	114	103
BBS4	77	71	71	50	46	48	50	69
BBS7	59	48	48	34	56	53	36	20
BBS9	66	39	123	41	89	45	83	65
BBX	321	235	390	318	334	361	328	326
BCAP29	109	252	87	111	158	85	58	51
BCAP31	461	605	389	438	386	352	264	385
BCAR3	188	76	380	249	733	276	307	175
BCAS2	332	434	276	415	394	353	266	205
BCAS3	180	115	266	104	128	126	156	147
BCAS4	640	165	560	155	173	274	197	214
BCAT1	640	2024	565	851	1264	305	170	460
BCAT2	264	215	190	180	150	194	198	214
BCCIP	169	322	192	226	236	291	235	273
BCDIN3D	65	58	35	39	34	38	33	36
BCKDHA	215	235	206	163	144	178	223	274
BCKDHB	111	72	114	58	70	100	70	81
BCKDK	201	237	145	246	264	276	280	167
BCL10	443	227	374	206	268	166	131	223
BCL11A	753	359	923	410	233	784	890	977
BCL2	601	136	678	285	263	287	473	462
BCL2A1	1455	794	358	1280	1323	870	576	191
BCL2L1	1942	691	1520	844	631	1548	1767	925
BCL2L11	145	124	58	136	46	32	56	109
BCL2L12	132	121	98	182	93	164	152	286
BCL2L13	240	183	208	176	214	194	194	182
BCL3	200	283	216	243	356	259	557	324
BCL6	691	234	238	306	460	280	337	186
BCL7B	148	116	152	155	186	158	196	157
BCL7C	249	146	151	230	243	202	322	167
BCL9L	323	244	255	225	123	173	130	264
BCLAF1	1122	1116	1031	798	913	894	747	631
BCOR	1116	864	1274	699	805	779	694	772
BCORL1	161	120	130	82	136	111	85	80
BCR	131	113	117	90	148	29	109	129
BCS1L	170	138	124	117	90	156	154	145
BDH1	217	43	140	89	88	182	128	101
BDP1	183	173	555	236	383	400	463	469
BECN1	273	236	297	261	299	269	359	256
BEND3	63	63	41	58	31	59	48	53
BEND4	132	52	191	71	60	119	135	138
BEND5	107	53	42	95	61	142	138	29
BET1L	153	101	78	107	68	98	123	78
BEX2	53	92	38	29	33	80	23	46
BFAR	138	173	177	216	267	206	332	202
BHLHE40	8339	3628	6038	2114	4412	4247	3243	1023
BICD1	78	94	192	130	155	111	99	309
BICD2	162	166	143	304	200	107	138	272
BID	522	229	174	209	539	198	307	51
BIN1	288	118	191	315	507	245	279	218
BIN2	270	313	240	131	82	247	301	164
BIN3	60	133	85	89	80	84	105	97
BIRC2	533	254	456	258	498	407	641	122
BIRC3	656	762	1128	788	1804	1024	3657	443
BIRC6	2470	1484	3549	1774	2961	2509	2479	1814
BLK	573	160	1841	600	1018	682	848	1620
BLM	102	250	121	231	250	266	159	154
BLMH	294	275	190	261	193	168	291	256
BLNK	717	262	1377	267	783	227	344	537
BLOC1S1	270	230	144	247	145	219	164	264
BLOC1S2	474	209	203	315	190	222	323	230
BLOC1S4	48	35	46	38	53	64	62	37
BLOC1S6	120	120	83	52	68	49	56	56
BLVRA	238	897	305	246	273	251	355	305
BLVRB	72	99	70	106	117	75	80	104
BMF	587	159	498	104	96	233	129	214
BMP2K	85	282	282	222	287	195	184	345
BMPR2	290	107	450	260	292	250	302	412
BMS1	443	651	418	439	555	588	535	328
BNIP1	125	69	93	76	80	87	94	98
BNIP2	291	402	262	205	295	205	323	186
BNIP3	65	108	41	41	39	50	72	45
BNIP3L	482	499	319	223	332	172	120	153
BOD1L1	872	803	1624	561	928	986	772	868
BOLA3	44	92	45	58	38	86	127	58
BOP1	397	303	171	331	136	344	433	256
BORA	96	60	66	73	88	53	28	61
BPGM	56	60	139	81	87	78	186	136
BPNT1	234	112	210	123	393	165	75	73
BPTF	878	746	1587	729	1651	902	1352	872
BRAF	177	136	289	164	339	259	304	156
BRAP	177	217	136	170	182	130	113	127
BRAT1	434	199	395	211	156	317	300	320
BRCA1	49	310	87	306	243	324	117	233
BRCA2	63	288	119	175	197	261	105	145
BRCC3	97	124	102	124	138	163	122	82
BRD1	222	185	258	251	269	211	230	249
BRD2	1129	565	1790	1084	1432	1587	2047	1444
BRD3	231	162	244	145	162	206	157	165
BRD4	1413	689	1566	988	1127	1015	1009	1369
BRD7	157	271	132	204	197	205	348	130
BRD8	222	217	244	295	258	230	192	326
BRD9	139	124	119	91	100	124	170	75
BRE	730	519	608	341	278	638	460	477
BRF1	74	88	66	60	45	63	84	71
BRF2	69	75	81	63	57	52	70	91
BRI3	254	120	186	110	218	170	263	102
BRI3BP	96	112	65	153	111	122	98	116
BRIX1	300	349	241	294	281	356	226	279
BRK1	466	268	205	256	175	261	201	167
BRMS1	171	108	148	152	111	134	239	182
BROX	274	200	211	150	166	123	131	147
BRPF1	151	138	204	208	184	202	236	256
BRPF3	157	114	237	160	124	240	186	237
BRWD1	103	105	211	127	180	156	197	180
BRWD3	105	45	237	152	187	149	237	214
BSCL2	45	54	71	84	82	98	141	109
BSDC1	189	178	235	170	215	150	183	175
BSG	2627	2113	1694	1409	1749	1027	1157	1110
BST2	538	366	334	523	185	484	616	634
BTAF1	656	455	1162	564	973	888	1225	666
BTBD1	311	228	321	232	294	217	462	252
BTBD10	111	106	78	79	93	83	102	57
BTBD2	160	104	225	284	285	277	437	443
BTBD6	38	25	73	44	68	64	60	49
BTBD7	42	65	96	116	151	110	140	122
BTBD9	94	57	111	78	90	63	53	85
BTD	67	110	58	32	25	35	65	27
BTF3	1623	3573	1731	1526	1728	2605	3297	1016
BTG1	1584	1996	1428	1020	1510	1009	1094	797
BTG2	154	56	300	122	515	121	70	174
BTG3	84	141	143	78	110	90	89	158
BTK	970	598	1036	774	1184	923	1197	808
BTLA	656	156	757	210	305	542	297	222
BTN2A1	66	59	116	40	68	54	58	58
BTN2A2	85	65	224	66	85	104	86	187
BTN3A1	146	61	267	157	203	148	230	223
BTN3A2	118	59	204	84	116	139	123	152
BTN3A3	181	98	439	218	188	276	371	463
BTRC	206	127	148	145	166	133	131	85
BUB1	42	244	38	296	166	115	63	290
BUB1B	75	374	94	340	203	312	84	293
BUB3	831	1108	739	739	769	679	406	688
BUD13	148	126	132	156	149	155	119	159
BUD31	421	520	375	248	272	391	390	223
BYSL	415	225	175	178	112	250	198	156
BZW1	1243	1144	640	948	595	600	934	423
BZW2	288	291	231	364	294	236	299	291
C10orf12	41	52	134	52	91	50	62	98
C10orf2	74	76	64	74	49	88	164	76
C10orf54	85	236	82	80	178	46	30	76
C10orf76	203	219	261	134	252	229	178	103
C10orf88	67	41	65	31	45	54	46	28
C11orf24	54	37	85	72	147	85	78	125
C11orf30	102	73	129	149	145	147	113	172
C11orf31	427	167	124	245	142	224	375	181
C11orf49	213	104	171	111	100	107	158	123
C11orf54	151	106	122	110	127	97	99	77
C11orf57	32	60	30	40	46	50	63	39
C11orf58	702	860	676	603	537	652	493	399
C11orf68	120	43	105	127	92	86	89	157
C11orf73	171	213	152	146	91	141	160	150
C11orf80	70	34	160	49	43	78	98	164
C11orf84	110	78	122	143	111	170	101	171
C12orf10	161	136	114	181	204	219	212	171
C12orf29	95	127	61	62	37	72	61	51
C12orf4	46	97	68	128	80	66	102	136
C12orf43	64	115	74	70	60	70	61	96
C12orf45	85	89	35	57	70	99	97	44
C12orf49	40	29	94	76	158	64	99	85
C12orf57	167	151	164	197	134	110	153	285
C12orf65	107	92	116	65	92	88	75	73
C12orf66	62	44	55	41	44	43	55	52
C14orf1	480	490	273	278	200	188	221	254
C14orf119	238	131	223	81	113	97	100	120
C14orf159	116	105	224	164	190	129	164	308
C14orf166	545	826	428	610	623	524	365	537
C14orf169	167	159	129	133	107	122	139	146
C14orf2	129	111	156	87	135	141	159	118
C15orf39	147	184	90	233	84	135	62	553
C15orf40	131	46	74	33	36	47	47	48
C15orf57	505	101	517	150	104	235	155	288
C16orf13	139	68	129	110	150	153	262	126
C16orf58	212	145	312	121	180	211	205	206
C16orf62	379	281	499	293	510	392	374	325
C16orf70	62	64	59	71	82	56	46	60
C16orf72	560	538	418	427	422	409	395	270
C16orf91	69	27	24	40	27	37	40	24
C17orf59	89	50	80	55	72	44	56	62
C17orf62	300	230	274	207	219	192	204	294
C17orf75	101	127	74	73	107	93	61	50
C17orf80	50	56	75	51	68	55	106	71
C17orf85	249	189	202	227	249	247	226	153
C17orf89	28	38	29	40	31	128	87	31
C18orf21	148	89	102	65	81	69	70	59
C18orf25	136	114	134	145	109	116	121	157
C18orf8	305	256	367	235	533	306	560	162
C19orf24	81	61	55	109	61	108	150	93
C19orf43	374	225	294	491	417	360	577	530
C19orf44	37	27	46	30	33	39	58	22
C19orf47	42	35	58	73	49	63	46	110
C19orf52	75	54	32	68	39	44	42	48
C19orf53	202	287	221	240	233	256	317	268
C19orf54	39	50	60	39	45	58	37	49
C19orf60	148	76	83	72	37	74	77	94
C19orf66	121	74	135	91	83	124	125	146
C19orf70	235	117	128	138	90	121	267	182
C1D	38	126	68	101	90	107	85	70
C1GALT1	67	74	76	71	107	71	110	52
C1GALT1C1	55	80	65	63	41	46	71	71
C1orf109	88	48	73	32	32	54	54	51
C1orf112	63	91	73	97	98	111	63	56
C1orf122	65	75	45	40	31	47	53	52
C1orf123	95	150	67	68	59	86	54	63
C1orf131	62	78	59	53	37	82	56	81
C1orf174	138	105	158	94	116	102	121	134
C1orf216	54	26	37	33	33	28	27	25
C1orf27	42	68	73	54	86	72	76	40
C1orf35	80	61	51	43	30	84	34	38
C1orf43	230	188	332	350	608	358	826	369
C1orf50	62	48	56	30	40	33	34	45
C1orf52	121	102	83	103	91	99	153	77
C1orf74	29	33	32	20	34	24	25	26
C1QBP	1587	1497	961	1201	855	1525	1679	938
C1RL	31	71	42	78	33	53	63	105
C20orf194	77	39	101	72	69	44	58	104
C20orf196	68	41	53	35	37	30	23	41
C20orf27	56	43	41	102	70	106	134	93
C21orf2	50	42	52	62	26	52	74	123
C21orf33	258	191	234	166	174	217	233	263
C21orf59	151	128	112	122	116	149	114	120
C2CD2L	35	39	50	56	65	51	39	42
C2CD3	154	123	269	168	172	206	190	272
C2CD5	129	207	177	171	225	173	157	179
C2orf42	53	39	81	55	72	66	114	65
C2orf44	118	93	98	64	74	96	112	62
C2orf47	156	111	107	146	112	129	151	146
C2orf49	156	81	121	93	93	85	84	84
C2orf68	62	66	74	84	77	112	99	105
C2orf69	30	35	44	47	64	26	56	50
C3orf17	236	174	229	140	203	168	278	141
C3orf38	650	269	852	572	540	463	636	537
C4orf27	142	146	98	126	77	182	64	123
C4orf29	27	41	54	25	49	50	47	32
C4orf3	263	138	220	127	158	135	155	144
C4orf46	82	87	56	52	42	108	83	45
C5orf15	319	323	305	190	219	171	133	252
C5orf22	128	149	140	90	83	106	126	123
C5orf24	82	41	51	84	51	48	73	71
C5orf28	111	123	134	48	103	87	83	37
C5orf30	61	44	39	42	22	55	73	53
C5orf42	41	92	130	64	184	143	100	67
C5orf45	52	28	98	35	27	62	94	120
C5orf51	119	124	119	100	152	103	127	67
C6orf106	805	462	793	425	445	399	445	696
C6orf120	70	29	47	29	22	49	63	38
C6orf136	118	74	88	84	69	95	98	121
C6orf47	103	51	104	58	66	77	70	86
C6orf62	63	36	221	175	280	192	460	256
C6orf89	194	174	169	130	167	120	99	146
C7orf25	41	29	33	22	20	42	47	23
C7orf26	175	110	200	213	151	185	242	278
C7orf43	98	56	104	90	90	116	90	101
C7orf49	71	90	91	57	79	107	70	66
C7orf50	64	84	62	60	63	48	61	53
C7orf73	116	134	67	51	69	50	21	51
C8orf33	180	111	91	89	82	104	126	90
C8orf59	139	191	134	97	144	164	83	74
C8orf76	31	25	29	25	26	21	30	24
C8orf82	114	23	66	54	24	42	68	83
C9orf114	248	136	207	169	119	230	207	201
C9orf142	52	92	41	83	52	110	74	111
C9orf156	127	96	111	69	91	70	104	82
C9orf3	49	23	74	28	25	24	38	56
C9orf40	27	50	28	37	36	49	37	28
C9orf64	71	119	102	51	83	95	91	45
C9orf72	44	66	47	41	54	61	46	39
C9orf78	222	233	178	177	177	169	242	244
C9orf89	215	111	94	159	67	108	95	160
C9orf91	218	109	345	143	189	173	207	188
CAAP1	109	88	102	79	129	80	69	69
CAB39	527	492	432	415	477	360	351	370
CABIN1	521	396	625	511	370	447	475	916
CACTIN	130	71	90	111	67	114	86	140
CACUL1	28	34	54	62	111	43	64	82
CACYBP	236	490	176	405	467	199	129	246
CAD	1355	1269	974	1379	806	1532	1078	1504
CALCOCO1	197	146	237	145	185	128	117	186
CALCOCO2	404	300	651	254	354	417	327	399
CALM1	2211	2394	1555	2155	1732	2177	1010	1105
CALM2	2131	3209	1385	2248	1864	2304	1207	1001
CALM3	853	676	438	715	505	530	398	650
CALR	15030	7770	7218	6107	4674	4699	4953	5727
CALU	497	535	320	501	334	283	185	354
CAMK1D	708	562	899	347	443	695	430	431
CAMK2D	766	216	501	565	670	404	343	585
CAMK2G	130	93	134	169	104	135	128	229
CAMKK2	196	234	241	171	170	217	153	174
CAMKMT	50	33	55	22	25	27	33	41
CAMLG	193	124	155	143	239	166	301	109
CAMSAP1	280	204	486	168	243	255	307	256
CAMTA1	115	74	43	85	61	59	62	56
CAMTA2	305	129	563	289	487	412	484	475
CAND1	1309	1708	1233	1344	1765	1451	1258	855
CANT1	111	160	112	182	123	135	107	189
CANX	4312	5143	3998	4226	4828	3936	4396	3257
CAP1	4222	3368	2989	2055	2679	2300	2039	1257
CAPG	4036	1564	3643	1595	1162	2489	2055	1934
CAPN1	2279	846	1496	1142	1146	1272	1335	846
CAPN10	72	24	48	51	42	48	29	47
CAPN15	101	77	81	100	67	74	62	117
CAPN2	193	178	255	225	124	279	225	344
CAPN7	155	163	159	153	189	180	154	133
CAPNS1	1611	1240	1507	1423	1560	1251	1307	1274
CAPRIN1	1695	1541	1334	1580	1580	1526	1233	1304
CAPZA1	2007	1439	1393	1104	1622	1232	817	704
CAPZA2	566	610	407	490	767	390	345	261
CAPZB	3319	2023	1719	1564	1333	1482	1724	1032
CARD11	408	175	828	310	616	327	507	588
CARD8	64	90	174	129	161	151	163	265
CARHSP1	34	54	65	80	123	41	34	70
CARKD	59	64	120	66	113	65	97	92
CARM1	1653	643	1293	1458	1200	1729	2350	1149
CARS	1742	1022	1687	634	953	1179	1348	578
CARS2	149	132	150	130	110	130	158	196
CASC3	485	321	628	425	557	461	592	504
CASC4	91	127	154	90	180	118	238	106
CASC5	25	314	60	247	253	157	44	255
CASD1	61	30	34	46	57	51	94	32
CASK	168	108	197	150	53	233	299	234
CASP1	21	160	34	110	91	89	80	102
CASP2	253	321	303	243	212	363	223	266
CASP3	190	239	154	187	192	100	78	211
CASP4	305	387	361	272	314	324	423	334
CASP7	194	166	142	128	271	161	161	49
CASP8	178	149	201	134	133	155	159	166
CASP8AP2	95	227	181	209	342	262	195	162
CASP9	94	120	135	67	85	56	88	105
CAST	1388	1400	2317	1073	1498	1239	1120	1796
CASZ1	1043	288	778	439	236	543	585	664
CAT	1100	230	1081	451	604	645	532	544
CAV1	68	46	111	139	111	52	70	182
CBFA2T2	89	60	109	93	106	78	81	97
CBFA2T3	556	217	771	332	584	624	386	387
CBFB	197	297	165	229	166	177	173	199
CBL	267	216	434	311	383	290	273	438
CBLB	283	227	194	569	641	522	779	224
CBLL1	317	218	306	225	265	241	264	244
CBR1	69	191	40	107	183	67	36	54
CBR4	83	94	140	62	97	101	72	87
CBWD2	96	108	75	82	60	98	144	37
CBX1	115	201	110	134	108	141	131	113
CBX3	354	1181	315	769	595	911	445	359
CBX4	99	224	167	243	676	78	92	218
CBX5	376	541	218	401	232	271	115	360
CBX6	1863	574	1107	637	440	659	667	658
CBX7	84	32	115	40	55	50	23	119
CC2D1A	144	128	143	148	126	132	162	151
CC2D1B	230	152	264	205	215	199	182	206
CCAR1	1012	602	927	526	641	843	709	460
CCAR2	1246	659	973	732	612	745	690	899
CCBL1	36	42	55	27	31	50	67	52
CCBL2	248	266	200	177	192	125	167	120
CCDC101	246	102	162	74	66	141	118	84
CCDC106	687	140	799	138	153	424	567	251
CCDC107	48	28	104	68	205	59	119	95
CCDC109B	72	82	87	132	162	112	163	133
CCDC115	261	132	243	68	71	82	61	121
CCDC117	146	148	161	112	105	112	153	166
CCDC12	416	350	199	205	253	240	239	108
CCDC124	405	215	167	248	160	262	306	186
CCDC125	39	41	37	33	30	33	25	44
CCDC127	57	74	45	35	53	46	40	30
CCDC130	136	57	131	92	94	114	108	95
CCDC134	61	66	45	38	25	48	44	48
CCDC137	105	83	76	92	74	110	69	101
CCDC14	77	155	105	114	98	114	107	159
CCDC141	156	44	380	77	117	172	179	220
CCDC167	201	220	182	100	99	121	121	120
CCDC174	167	139	149	82	141	90	78	86
CCDC186	29	107	91	70	131	67	74	86
CCDC22	324	129	254	207	208	190	195	230
CCDC25	58	119	93	85	122	120	83	78
CCDC28A	79	98	102	38	79	89	67	55
CCDC28B	128	133	138	137	186	114	160	169
CCDC47	675	855	553	510	502	510	446	393
CCDC50	1795	891	1355	1342	989	1591	2096	1099
CCDC51	75	102	62	62	47	78	64	72
CCDC53	300	259	302	164	209	244	126	127
CCDC57	35	29	51	26	31	53	69	58
CCDC58	96	133	66	90	76	94	58	60
CCDC59	168	383	116	150	147	180	131	91
CCDC6	483	364	471	393	426	603	500	300
CCDC61	80	63	56	65	48	65	63	62
CCDC66	68	93	68	39	64	53	71	29
CCDC69	118	77	302	146	138	205	280	384
CCDC71	59	68	76	58	67	60	81	104
CCDC77	99	124	60	81	55	68	36	99
CCDC82	184	205	238	151	246	201	208	122
CCDC84	82	24	70	37	40	56	40	42
CCDC85B	127	64	111	180	113	231	315	233
CCDC86	70	85	40	86	45	89	108	72
CCDC88A	412	359	406	379	282	831	418	383
CCDC88B	784	282	439	281	259	344	393	201
CCDC88C	479	176	493	259	222	367	366	540
CCDC9	154	92	125	106	62	111	134	171
CCDC90B	156	111	85	82	131	127	103	44
CCDC91	93	177	123	78	115	83	109	67
CCDC92	43	52	66	67	100	71	144	53
CCDC93	232	227	247	143	171	196	133	142
CCDC94	315	302	220	191	100	164	205	275
CCDC97	152	130	185	147	97	129	125	237
CCHCR1	78	56	101	104	99	106	88	151
CCL17	50166	19273	8280	7131	784	22534	19914	6149
CCL22	170571	36090	81449	30467	37340	30806	27038	24307
CCL5	50	822	138	192	174	247	66	369
CCM2	207	135	398	303	331	373	495	608
CCNA2	33	248	42	276	191	86	27	208
CCNB1	128	614	94	402	260	100	81	222
CCNB2	57	263	39	234	121	89	38	162
CCNC	104	118	77	122	116	137	181	83
CCND1	298	132	109	198	69	213	172	101
CCND2	6373	2856	6612	1869	1019	3925	3629	2726
CCND3	575	246	402	554	370	790	403	451
CCNDBP1	934	716	920	351	544	431	590	409
CCNE1	26	61	34	72	29	59	31	217
CCNF	52	120	38	129	94	59	25	129
CCNG1	215	178	151	287	178	233	637	242
CCNG2	356	419	402	131	275	370	499	163
CCNH	419	307	294	258	275	303	195	171
CCNI	944	927	1453	1001	1743	1589	2400	1511
CCNK	714	367	610	486	573	506	720	549
CCNL1	279	136	402	228	328	268	437	282
CCNL2	311	130	347	205	238	270	242	254
CCNT1	304	263	293	215	310	252	173	170
CCNT2	45	53	108	69	132	92	140	87
CCNY	92	94	161	190	216	212	351	264
CCP110	43	71	67	77	103	77	65	84
CCPG1	107	364	176	95	223	98	76	110
CCR4	3018	1101	724	206	39	881	645	120
CCR7	17006	8089	14994	5252	9093	5978	6847	5253
CCS	113	107	100	70	75	71	64	110
CCSER2	64	66	158	127	267	99	222	187
CCT2	1630	1949	736	1477	1087	1175	923	800
CCT3	3442	2650	2183	3328	2786	3083	2970	2318
CCT4	1825	1708	1053	1544	1462	1836	1561	977
CCT5	2291	3260	1405	1957	1490	2108	2157	1321
CCT6A	1537	1336	1174	1162	1070	1343	1495	1022
CCT7	3039	2443	2120	2144	1681	2681	3144	1899
CCT8	1949	2618	1580	1943	1620	2377	2264	1166
CCZ1	143	431	98	167	143	149	274	66
CCZ1B	126	466	90	178	143	201	255	58
CD151	151	222	85	228	254	222	131	74
CD164	2839	2022	3056	1490	1360	1088	945	2511
CD180	92	178	178	90	227	91	51	182
CD19	1704	978	1348	840	1131	1423	1617	714
CD200	1123	729	990	257	104	979	947	427
CD22	1362	1238	534	1133	1096	1288	728	767
CD27	395	553	550	122	106	191	218	427
CD274	57	905	96	148	288	67	122	43
CD2AP	319	346	414	223	258	303	344	291
CD2BP2	484	243	295	228	253	265	312	172
CD320	457	130	233	115	28	164	224	293
CD37	4621	1599	4902	2310	2934	2825	4557	3336
CD3EAP	85	83	105	111	73	139	116	181
CD40	6831	3620	4933	2794	2896	3678	4231	2537
CD40LG	1705	667	542	740	359	1250	679	245
CD44	4806	7320	5718	2793	2711	3227	1882	3126
CD46	354	615	507	235	480	202	180	297
CD47	625	549	611	460	504	443	553	442
CD48	1472	925	1584	1079	1920	1020	2392	1422
CD5	421	335	305	239	85	262	156	546
CD52	294	71	460	101	270	108	37	566
CD53	1862	1109	1591	915	838	978	785	1353
CD55	557	650	440	286	561	330	394	174
CD58	285	245	460	152	386	95	185	174
CD59	1396	1044	738	394	101	664	285	514
CD63	499	1459	375	513	771	314	439	315
CD68	25	810	35	146	301	53	20	115
CD69	123	92	95	37	24	28	32	66
CD70	1185	242	406	337	700	816	793	55
CD72	268	123	361	127	691	93	193	97
CD74	73316	32357	98797	16940	17226	27159	21959	46001
CD79A	3136	1492	3248	1398	2467	1347	2102	1397
CD79B	571	617	561	382	434	241	220	903
CD80	549	577	550	466	637	883	635	276
CD81	1435	1165	1146	1119	1347	752	1437	851
CD82	1557	1729	2121	881	1631	857	732	794
CD83	3664	2950	2276	1452	1967	1308	1819	1071
CD84	790	665	1200	478	597	390	417	645
CD86	3600	1822	2938	1541	1682	2735	2609	1083
CD99L2	132	82	131	58	42	98	114	83
CDAN1	153	52	157	103	60	118	114	217
CDC123	759	543	576	525	537	556	620	471
CDC14A	44	41	71	35	44	62	52	32
CDC16	564	526	469	323	396	372	362	330
CDC20	38	384	75	291	217	98	54	244
CDC23	273	284	256	212	216	267	231	182
CDC25B	169	218	139	344	134	212	139	432
CDC27	326	317	254	273	435	221	252	147
CDC34	151	90	91	113	81	106	139	101
CDC37	724	585	601	704	671	633	554	569
CDC37L1	74	39	60	57	45	40	52	56
CDC40	281	226	403	298	407	276	263	418
CDC42	2680	3620	1489	1521	1418	1930	1083	528
CDC42BPB	31	135	85	131	371	73	118	110
CDC42EP3	99	61	169	56	77	79	101	142
CDC42SE1	562	493	388	258	482	373	213	175
CDC42SE2	337	301	399	277	255	257	275	393
CDC45	25	148	40	196	92	279	51	173
CDC5L	432	551	445	365	438	391	326	363
CDC6	36	417	45	367	141	351	79	243
CDC7	32	87	27	57	21	85	27	54
CDC73	482	379	519	332	686	290	317	240
CDCA4	29	161	33	119	78	94	48	125
CDCA5	25	196	37	186	84	157	50	191
CDCA7L	106	247	158	292	325	286	164	309
CDIP1	58	51	110	58	40	45	83	198
CDIPT	186	141	221	175	134	182	211	218
CDK10	68	40	52	84	55	86	79	110
CDK11A	58	110	69	98	92	93	145	64
CDK11B	155	163	148	169	149	141	207	147
CDK12	437	466	763	520	674	615	649	713
CDK13	565	315	482	404	532	344	394	312
CDK14	465	191	516	333	149	419	469	729
CDK16	71	52	140	180	194	300	246	192
CDK17	498	632	357	288	451	291	257	155
CDK19	70	47	83	90	130	66	43	71
