ID	MRNA_A	MRNA_B	MRNA_C	MRNA_D	A	B	C	D
ALDH1L2	11	15	8	11	14	41	15	42
ALDH2	0	0	1	0	45	61	42	63
ALDH3A1	0	0	0	0	0	0	0	1
ALDH3A2	10	24	8	7	553	474	784	669
ALDH3B1	24	27	37	25	245	152	378	363
ALDH3B2	0	0	0	0	6	2	9	7
ALDH4A1	0	3	1	0	159	98	266	299
ALDH5A1	7	11	8	10	58	87	65	63
ALDH6A1	2	5	2	2	93	81	125	158
ALDH7A1	26	51	35	27	1599	1584	2253	2631
ALDH8A1	5	3	1	6	0	5	4	5
ALDH9A1	22	42	25	26	987	1046	1367	1897
ALDOA	19	29	30	20	21915	17453	27759	27616
ALDOB	4	3	2	1	0	0	0	0
ALDOC	3	5	2	1	485	395	724	682
ALG1	260	287	302	295	261	227	309	351
ALG10	0	0	0	0	222	297	392	567
ALG10B	4	3	2	3	186	225	276	400
ALG11	0	0	0	1	163	200	253	328
ALG12	9	18	8	4	282	276	344	408
ALG13	5	12	11	2	306	257	444	538
ALG14	0	0	1	0	99	84	111	155
ALG1L	25	36	26	37	6	0	4	7
ALG1L2	14	15	19	13	5	6	7	17
ALG1L9P	111	109	107	109	0	0	0	0
ALG2	0	2	0	1	506	440	579	907
ALG3	0	8	3	5	1164	1568	1471	2445
ALG5	0	0	3	3	465	530	672	804
ALG6	10	1	4	5	263	286	377	716
ALG8	5	3	0	0	685	921	1165	1816
ALG9	9	14	11	7	231	285	349	453
ALK	9	11	5	5	0	0	2	0
ALKBH1	0	1	1	0	257	166	373	216
ALKBH2	5	8	2	4	235	192	332	355
ALKBH3	7	7	6	3	159	143	231	216
ALKBH3-AS1	15	11	17	14	0	0	0	0
ALKBH4	25	26	26	20	212	162	182	121
ALKBH5	4	11	5	5	347	237	512	484
ALKBH6	1	2	1	4	188	214	305	270
ALKBH7	3	2	0	3	491	376	618	551
ALKBH8	1	2	1	1	101	138	159	212
ALLC	0	0	0	0	0	0	0	0
ALMS1	4	8	5	4	359	546	523	793
ALMS1-IT1	0	1	1	0	0	0	0	0
ALMS1P	0	0	0	0	0	0	0	0
ALOX12	62	51	63	45	2	5	4	8
ALOX12-AS1	0	0	0	0	0	0	0	0
ALOX12B	3	5	9	8	1	0	1	0
ALOX12P2	5	1	2	5	0	0	0	0
ALOX15	1	2	1	3	0	0	1	0
ALOX15B	0	0	0	0	0	1	0	0
ALOX15P1	0	0	0	0	0	0	0	0
ALOX5	0	0	1	0	0	0	0	0
ALOX5AP	0	0	0	0	0	0	0	0
ALOXE3	0	0	0	0	1	1	1	1
ALPI	0	0	0	0	0	0	0	0
ALPK1	7	5	6	10	106	39	127	155
ALPK2	0	0	0	0	2	0	1	0
ALPK3	0	2	1	1	7	0	3	0
ALPL	0	0	0	0	0	0	0	0
ALPP	1	2	3	2	0	0	0	0
ALPPL2	0	0	0	0	0	0	0	0
ALS2	14	12	8	10	322	308	400	396
ALS2CL	0	0	0	1	4	2	2	3
ALS2CR11	0	0	0	0	25	26	28	48
ALS2CR12	0	0	0	0	0	1	0	7
ALX1	0	0	0	0	147	85	156	212
ALX3	150	195	165	156	0	0	1	0
ALX4	7	6	3	4	1	0	1	0
ALYREF	13	10	6	6	3052	3299	4711	5858
AMACR	0	0	0	0	235	119	286	229
AMBN	0	0	0	0	0	0	0	0
AMBP	1	0	1	0	1	0	0	2
AMBRA1	7	13	6	5	594	533	718	901
AMD1	12	19	8	13	816	997	728	939
AMDHD1	0	1	1	1	12	3	10	18
AMDHD2	1	2	1	1	193	155	231	206
AMELX	0	1	1	0	0	0	0	0
AMELY	0	0	0	0	0	0	0	0
AMER1	7	2	4	4	67	31	58	65
AMER2	0	0	0	0	1	1	0	0
AMER3	5	7	4	6	0	0	0	0
AMFR	9	5	6	6	1113	1202	1859	2253
AMH	0	0	0	0	37	37	34	57
AMHR2	0	0	0	0	0	0	0	0
AMICA1	0	0	0	0	0	0	0	0
AMIGO1	0	2	0	0	35	25	45	48
AMIGO2	5	6	2	10	522	760	818	1072
AMIGO3	57	77	36	42	1	10	3	1
AMMECR1	6	2	1	2	162	245	304	413
AMMECR1L	7	19	13	12	124	126	253	214
AMN	6	2	1	2	1	1	0	1
AMN1	4	3	1	3	60	85	145	200
AMOT	5	6	1	2	175	259	319	561
AMOTL1	21	14	13	18	1086	766	1685	1668
AMOTL2	10	17	6	13	2677	3158	3729	5235
AMPD1	0	0	0	0	0	0	0	0
AMPD2	2	2	4	4	716	544	757	724
AMPD3	2	3	3	1	168	94	175	153
AMPH	0	1	1	1	27	48	68	91
AMT	14	14	20	16	3	3	2	13
AMTN	0	0	0	0	0	1	0	0
AMY1A	0	0	0	0	0	0	0	0
AMY1B	0	0	0	0	0	0	0	0
AMY1C	0	0	0	0	0	0	0	0
AMY2A	0	0	0	0	0	0	1	0
AMY2B	1	0	0	0	1	0	1	0
AMZ1	5	5	6	3	0	0	0	0
AMZ2	18	7	12	6	310	191	390	331
AMZ2P1	0	0	1	2	0	0	0	0
ANAPC1	13	21	9	14	781	1267	980	1727
ANAPC10	90	143	53	162	132	115	189	239
ANAPC11	254	309	151	265	918	764	1265	1430
ANAPC13	47	68	27	56	252	167	328	226
ANAPC15	33	36	18	25	133	33	199	92
ANAPC16	42	64	39	52	307	212	416	378
ANAPC1P1	0	1	3	1	0	0	0	0
ANAPC2	1	2	4	3	896	758	1299	1149
ANAPC4	1	5	1	3	354	480	501	715
ANAPC5	33	29	17	25	1758	1759	2405	2863
ANAPC7	8	7	9	8	1013	1145	1263	1768
ANG	0	0	0	0	16	9	14	13
ANGEL1	0	0	1	0	127	108	130	143
ANGEL2	11	10	9	8	140	144	189	180
ANGPT1	0	2	0	0	7	4	21	14
ANGPT2	44	47	33	42	0	0	0	0
ANGPT4	7	6	5	3	0	0	1	1
ANGPTL1	1	2	1	0	0	0	6	0
ANGPTL2	3	5	2	6	610	521	854	817
ANGPTL3	7	2	2	1	0	0	0	0
ANGPTL4	3	4	6	2	163	122	80	51
ANGPTL5	0	0	2	0	0	0	0	0
ANGPTL6	272	342	300	296	0	0	3	4
ANGPTL7	2	3	3	3	0	0	0	0
ANHX	0	0	0	0	0	0	0	0
ANK1	0	0	0	1	9	2	6	4
ANK2	1	3	3	5	355	424	549	694
ANK3	10	19	6	10	1116	1259	1817	2538
ANKAR	1	3	1	3	4	1	5	4
ANKDD1A	45	45	43	30	24	34	47	43
ANKDD1B	0	2	1	0	0	0	0	0
ANKEF1	0	5	4	0	109	131	126	171
ANKFN1	0	0	0	0	5	20	15	45
ANKFY1	9	20	9	10	988	884	1464	1715
ANKH	560	532	408	450	369	266	657	500
ANKHD1	3	0	0	0	9	4	9	7
ANKHD1-EIF4EBP3	2	0	1	0	4	3	9	31
ANKIB1	5	2	2	3	283	200	378	430
ANKK1	4	9	2	5	0	0	0	0
ANKLE1	14	18	12	16	0	3	1	5
ANKLE2	13	19	9	13	634	615	979	927
ANKMY1	24	24	15	20	26	24	26	26
ANKMY2	1	4	0	1	267	241	436	397
ANKRA2	0	4	1	0	74	59	103	94
ANKRD1	0	1	0	4	10	32	22	43
ANKRD10	5	12	2	2	408	359	508	550
ANKRD11	41	37	25	48	697	732	974	1117
ANKRD12	17	17	17	16	259	215	432	517
ANKRD13A	45	50	50	43	228	230	375	412
ANKRD13B	2	3	3	3	222	154	285	271
ANKRD13C	11	17	11	15	192	141	244	243
ANKRD13D	0	1	0	1	131	151	176	189
ANKRD16	21	12	16	14	76	49	87	116
ANKRD17	20	37	16	25	1921	2168	2643	3606
ANKRD18A	12	2	10	6	3	1	2	7
ANKRD18B	14	9	10	8	12	14	13	15
ANKRD18DP	0	0	0	0	0	0	0	0
ANKRD19P	773	996	910	837	0	0	0	0
ANKRD2	0	0	0	0	0	0	1	0
ANKRD20A1	0	0	0	0	0	0	0	0
ANKRD20A11P	6	5	1	4	0	0	0	0
ANKRD20A12P	49	17	24	28	0	0	0	0
ANKRD20A19P	0	0	0	0	0	0	0	0
ANKRD20A2	0	0	0	0	0	0	0	0
ANKRD20A3	2	5	7	3	0	0	0	0
ANKRD20A4	5	3	2	3	5	8	11	23
ANKRD20A5P	7	5	8	2	0	0	0	0
ANKRD20A8P	1	0	0	3	0	0	0	0
ANKRD20A9P	560	579	454	578	0	0	0	0
ANKRD22	3	5	2	1	1	0	0	0
ANKRD23	1	4	5	3	3	1	3	1
ANKRD24	0	0	0	0	4	7	2	21
ANKRD26	3	0	1	1	267	216	277	390
ANKRD26P1	0	0	0	0	0	0	0	0
ANKRD26P3	0	0	0	0	0	0	0	0
ANKRD27	13	6	2	6	314	245	386	368
ANKRD28	29	24	16	19	1088	1130	1694	2290
ANKRD29	0	0	1	1	23	37	22	14
ANKRD30A	1	0	0	0	1	0	5	0
ANKRD30B	3	5	5	6	2	13	8	3
ANKRD30BL	1	1	1	0	0	0	0	0
ANKRD30BP2	15	11	17	6	0	0	0	0
ANKRD30BP3	0	0	0	0	0	0	0	0
ANKRD31	0	0	0	0	0	0	2	1
ANKRD32	0	1	0	1	238	282	417	509
ANKRD33	0	0	0	0	0	0	0	0
ANKRD33B	1	7	3	4	27	37	53	60
ANKRD34A	2	3	3	4	23	19	25	24
ANKRD34B	0	0	0	0	0	0	0	0
ANKRD34C	0	0	0	0	4	0	0	1
ANKRD34C-AS1	0	0	0	0	0	0	0	0
ANKRD35	0	0	0	0	0	0	0	0
ANKRD36	0	3	1	2	53	133	90	276
ANKRD36B	11	12	5	8	31	52	54	140
ANKRD36BP1	329	198	233	236	0	0	0	0
ANKRD36BP2	0	0	0	0	0	0	0	0
ANKRD36C	0	2	0	0	10	46	8	64
ANKRD37	123	67	69	65	98	53	134	29
ANKRD39	0	2	0	1	205	131	229	282
ANKRD40	54	100	56	72	272	213	450	600
ANKRD42	16	10	6	10	81	76	77	87
ANKRD44	1	0	0	0	239	185	314	347
ANKRD44-IT1	0	0	0	0	0	0	0	0
ANKRD45	0	3	6	3	0	0	0	0
ANKRD46	0	0	0	2	37	35	47	76
ANKRD49	0	0	0	0	20	20	32	49
ANKRD50	8	3	6	0	370	419	494	736
ANKRD52	31	35	27	35	1242	1387	1756	2047
ANKRD53	1	2	4	6	2	2	7	1
ANKRD54	2	1	2	0	202	111	275	172
ANKRD55	7	7	2	5	0	0	1	0
ANKRD6	220	185	163	167	6	5	6	6
ANKRD60	0	0	0	0	1	0	0	0
ANKRD61	28	20	13	13	0	1	0	0
ANKRD62	0	0	0	0	0	0	0	0
ANKRD62P1-PARP4P3	4	2	3	2	0	0	0	0
ANKRD63	0	0	0	0	0	0	0	0
ANKRD65	6	4	0	0	0	0	0	0
ANKRD66	0	0	0	0	0	0	0	0
ANKRD7	0	0	0	1	0	0	3	0
ANKRD9	1	1	1	1	16	15	58	38
ANKS1A	7	2	5	3	368	265	599	625
ANKS1B	186	149	146	180	2	0	0	5
ANKS3	1	2	4	6	89	107	107	134
ANKS4B	8	8	5	8	0	0	0	0
ANKS6	1	6	1	1	120	82	208	167
ANKUB1	0	0	0	0	0	0	0	0
ANKZF1	11	22	21	26	336	315	458	497
ANLN	27	78	8	50	1967	2912	3546	5931
ANO1	0	0	0	0	2	0	7	7
ANO1-AS2	1	0	0	0	0	0	0	0
ANO10	1	3	2	1	595	758	895	1122
ANO2	0	0	0	0	0	1	2	2
ANO3	1	0	0	0	0	1	0	2
ANO4	4	2	1	1	80	65	222	308
ANO5	2	6	3	5	82	106	148	139
ANO6	21	22	15	11	703	606	969	1169
ANO7	1	3	6	4	4	5	15	3
ANO8	28	42	27	19	226	187	304	317
ANO9	0	0	0	0	0	0	1	0
ANOS1	2	0	2	3	144	203	162	225
ANP32A	185	307	157	225	1611	1180	2533	2233
ANP32A-IT1	12	24	7	14	0	0	0	0
ANP32AP1	0	1	1	0	0	0	0	0
ANP32B	610	893	540	754	2180	2869	3820	4967
ANP32C	0	0	0	0	175	156	276	262
ANP32D	0	0	0	0	58	57	89	73
ANP32E	95	150	71	117	901	1028	1490	1374
ANPEP	4	1	3	3	1002	1734	631	1042
ANTXR1	11	16	11	14	1303	1053	1839	2125
ANTXR2	27	45	15	25	818	883	1215	1844
ANTXRL	0	0	0	0	2	0	1	0
ANTXRLP1	0	0	0	0	0	0	0	0
ANXA1	43	128	38	64	13841	13375	22229	26849
ANXA10	0	0	0	0	0	0	3	0
ANXA11	22	25	13	18	3824	2964	5430	4876
ANXA13	0	0	0	0	0	0	1	0
ANXA2	109	242	90	106	33282	28336	58050	67504
ANXA2P1	2	4	5	1	0	0	0	0
ANXA2P2	43	120	39	51	0	0	0	0
ANXA2P3	0	0	0	0	0	0	0	0
ANXA2R	2	0	0	0	10	5	8	15
ANXA3	7	1	1	4	538	441	1100	1137
ANXA4	4	12	5	11	692	492	804	775
ANXA5	180	298	204	221	4889	4199	7135	8385
ANXA6	40	49	29	29	6481	3497	9446	7383
ANXA7	6	8	7	8	2026	1762	2469	2553
ANXA8	0	0	0	0	0	0	1	0
ANXA8L1	0	0	0	0	0	1	1	0
ANXA9	335	309	264	262	4	15	3	4
AOAH	0	0	0	2	0	0	0	0
AOAH-IT1	0	0	0	0	0	0	0	0
AOC1	0	0	0	0	0	0	0	0
AOC2	1	1	1	0	0	1	0	4
AOC3	0	0	0	0	0	4	0	2
AOC4P	5	5	2	3	0	0	0	0
AOX1	7	5	5	0	199	285	330	422
AOX2P	2	1	3	2	0	0	0	0
AP1AR	6	10	3	10	134	125	179	149
AP1B1	7	9	2	10	2177	2108	3043	3009
AP1B1P1	0	0	0	0	0	0	0	0
AP1G1	27	42	20	28	1714	2061	2779	3779
AP1G2	226	265	210	218	174	189	252	353
AP1M1	13	15	11	10	2813	2303	3522	3356
AP1M2	0	1	3	0	26	22	49	34
AP1S1	6	13	7	9	1722	1284	2181	2297
AP1S2	10	13	13	11	683	657	1133	1285
AP1S3	36	55	38	42	45	52	85	84
AP2A1	142	140	141	151	2664	2393	3720	3826
AP2A2	1	5	2	3	947	775	1456	1602
AP2B1	71	86	53	46	6516	6340	8663	11550
AP2M1	106	125	73	59	6554	4093	9278	7821
AP2S1	24	40	23	29	5065	4042	7228	6408
AP3B1	47	35	29	52	1378	1528	2214	2928
AP3B2	0	0	0	0	1	1	0	0
AP3D1	57	64	23	64	2787	2082	3615	3358
AP3M1	161	126	109	111	873	744	1312	1609
AP3M2	9	10	6	12	192	149	384	364
AP3S1	14	21	10	6	631	419	842	864
AP3S2	0	2	0	1	60	37	75	63
AP4B1	1	2	2	1	168	200	241	253
AP4B1-AS1	360	352	298	317	0	0	0	0
AP4E1	26	29	26	24	210	238	282	385
AP4M1	131	134	111	124	185	123	244	253
AP4S1	42	46	18	36	62	63	123	123
AP5B1	8	7	11	19	376	426	439	654
AP5M1	3	1	0	2	243	225	263	316
AP5S1	2	3	4	0	220	159	246	295
AP5Z1	52	56	43	34	325	319	460	491
APAF1	9	14	8	15	211	167	424	380
APBA1	0	0	0	0	8	1	14	16
APBA2	4	11	6	6	332	270	492	489
APBA3	1	0	2	1	224	176	238	280
APBB1	8	10	2	3	405	291	559	578
APBB1IP	0	0	0	0	5	21	1	30
APBB2	15	18	6	10	422	361	596	748
APBB3	20	14	9	12	115	64	95	159
APC	7	7	3	2	669	733	1003	1341
APC2	46	48	61	70	13	17	18	14
APCDD1	0	0	0	0	0	0	0	0
APCDD1L	7	7	3	3	1	0	1	1
APCDD1L-AS1	0	1	0	0	0	0	0	0
APCS	0	0	0	0	0	0	0	0
APEH	22	25	15	18	2935	2361	4147	4371
APELA	0	1	0	1	0	0	0	0
APEX1	24	44	28	48	2442	1962	3565	3500
APEX2	3	5	1	3	711	504	921	851
APH1A	30	29	19	25	868	980	1323	1734
APH1B	3	2	2	2	71	75	96	143
API5	40	42	15	17	1858	1486	3065	3352
APIP	18	24	7	17	300	210	495	480
APITD1	3	2	5	8	0	0	0	0
APITD1-CORT	0	0	0	0	1	1	2	0
APLF	0	1	1	0	35	15	43	59
APLN	3	1	0	4	6	3	19	5
APLNR	0	0	0	0	0	0	0	0
APLP1	2	0	0	0	161	229	266	190
APLP2	78	134	57	66	3452	2977	5133	5688
APMAP	22	36	23	8	2012	1971	3560	3860
APOA1	0	0	0	0	1	1	2	0
APOA1-AS	4	1	3	0	0	0	0	0
APOA1BP	4	8	5	7	950	616	1234	1313
APOA2	0	0	0	0	1	0	0	0
APOA4	0	0	0	0	0	0	0	0
APOA5	0	0	0	0	0	0	0	0
APOB	0	0	0	0	6	0	3	5
APOBEC1	0	0	0	0	0	0	0	0
APOBEC2	10	9	6	10	0	0	0	0
APOBEC3A	8	6	5	4	0	0	0	0
APOBEC3A_B	0	0	0	0	0	0	0	0
APOBEC3B	1	0	1	0	483	351	748	769
APOBEC3B-AS1	357	422	275	274	0	0	0	0
APOBEC3C	3	4	0	2	581	260	742	712
APOBEC3D	19	31	30	20	76	73	144	122
APOBEC3F	16	16	19	23	93	106	154	204
APOBEC3G	0	0	0	0	91	48	93	78
APOBEC3H	1	1	0	0	3	1	0	0
APOBEC4	2	1	0	2	0	0	0	0
APOBR	1	1	0	2	1	7	1	9
APOC1	0	0	0	0	0	0	0	0
APOC1P1	4	4	2	3	0	0	0	0
APOC2	0	0	0	0	3	5	12	15
APOC3	0	0	0	0	0	0	0	0
APOC4	0	0	0	0	0	0	0	0
APOC4-APOC2	0	0	0	0	0	0	0	0
APOD	0	0	0	0	0	0	0	0
APOE	0	0	0	0	2	7	3	4
APOF	2	1	2	1	0	0	0	0
APOH	0	0	0	0	0	0	0	0
APOL1	31	34	26	31	8	6	6	9
APOL2	9	11	2	9	186	131	261	242
APOL3	0	1	0	0	4	7	3	1
APOL4	91	108	72	87	1	0	0	0
APOL5	0	1	0	0	0	0	0	0
APOL6	14	22	16	15	102	88	103	128
APOLD1	19	15	13	18	6	1	13	2
APOM	516	550	426	514	3	11	16	10
APOO	3	5	2	5	235	159	319	347
APOOL	12	11	11	16	315	248	494	485
APOOP5	0	0	0	0	0	0	0	0
APOPT1	6	9	5	12	336	249	511	525
APP	285	484	184	328	9260	8760	12018	13781
APPBP2	12	7	1	4	494	480	658	747
APPL1	31	41	30	42	1002	978	1470	1949
APPL2	40	46	18	32	480	577	748	883
APRT	0	2	4	3	1032	874	1406	1235
APTR	65	126	78	73	0	0	0	0
APTX	2	6	4	3	242	218	352	333
AQP1	0	0	0	0	2	3	3	3
AQP10	0	0	0	0	0	0	0	0
AQP11	60	32	33	34	20	36	33	21
AQP12A	0	0	0	0	0	0	0	0
AQP12B	0	0	0	0	0	0	0	1
AQP2	2	0	1	0	0	0	0	0
AQP3	0	0	0	0	10	15	14	57
AQP4	0	0	0	0	0	0	0	0
AQP4-AS1	4	5	5	10	0	0	0	0
AQP5	0	0	0	0	0	0	0	0
AQP6	29	46	25	19	2	0	0	0
AQP7	3	1	3	1	59	36	68	128
AQP7P1	30	44	15	27	0	0	0	0
AQP7P3	6	6	8	3	0	0	0	0
AQP8	0	0	0	0	0	0	0	0
AQP9	0	2	0	0	0	0	0	0
AQR	13	15	14	17	1434	1830	1803	2867
AR	1	0	3	4	133	121	165	192
ARAF	11	8	6	9	285	147	317	372
ARAP1	12	10	5	9	987	729	1312	1373
ARAP2	0	1	0	0	36	68	58	55
ARAP3	3	8	6	3	901	843	1191	1559
ARC	1	1	0	0	5	1	18	10
ARCN1	38	48	23	31	2347	2165	3121	3560
AREG	0	0	0	0	10	24	34	81
AREL1	5	15	5	6	288	322	402	448
ARF1	10	26	10	12	3122	2384	4354	3618
ARF3	56	74	47	51	1727	1058	2366	1590
ARF4	42	36	30	29	3996	4168	5607	6372
ARF5	5	5	0	0	1243	714	1620	1051
ARF6	46	25	25	21	1420	1104	2231	1756
ARFGAP1	15	20	9	15	1151	962	1667	1392
ARFGAP2	47	41	31	29	941	730	1214	1204
ARFGAP3	4	11	2	2	567	454	771	802
ARFGEF1	5	5	2	1	707	716	1035	1308
ARFGEF2	7	12	5	4	651	684	849	1007
ARFGEF3	10	25	6	12	508	528	737	788
ARFIP1	1	3	4	5	524	511	809	986
ARFIP2	12	13	9	13	1268	921	1976	1809
ARFRP1	4	7	3	5	486	338	579	598
ARG1	1	3	1	3	0	0	0	0
ARG2	2041	2183	2329	2157	425	373	857	998
ARGFX	35	28	22	32	0	0	0	0
ARGFXP2	17	19	6	13	0	0	0	0
ARGLU1	47	65	35	55	552	598	816	910
ARHGAP1	21	31	18	25	2166	1617	2625	2317
ARHGAP10	9	11	5	7	204	187	319	388
ARHGAP11A	44	79	47	58	512	649	911	1389
ARHGAP11B	1	6	0	2	61	88	115	305
ARHGAP12	6	23	9	11	798	556	1037	1069
ARHGAP15	0	0	0	0	1	5	3	1
ARHGAP17	3	3	3	0	882	730	1255	1270
ARHGAP18	2	6	1	3	405	356	663	743
ARHGAP19	1	2	3	1	110	71	165	154
ARHGAP19-SLIT1	0	0	0	0	0	0	0	0
ARHGAP20	0	0	0	0	0	0	0	0
ARHGAP21	62	69	43	33	74	61	81	197
ARHGAP22	28	34	18	37	72	56	84	80
ARHGAP23	5	4	2	5	168	133	202	253
ARHGAP24	0	0	2	0	46	43	45	54
ARHGAP25	0	0	0	0	4	0	0	0
ARHGAP26	20	26	19	21	172	60	293	233
ARHGAP26-AS1	0	2	0	0	0	0	0	0
ARHGAP26-IT1	0	0	0	0	0	0	0	0
ARHGAP27	3	1	0	1	61	70	72	36
ARHGAP28	0	0	0	0	0	1	1	0
ARHGAP29	5	0	1	1	536	509	897	1066
ARHGAP30	53	100	60	77	518	428	775	619
ARHGAP31	24	29	13	15	285	193	466	509
ARHGAP31-AS1	6	3	1	2	0	0	0	0
ARHGAP32	5	9	4	2	270	210	339	417
ARHGAP33	1	1	0	0	22	21	29	85
ARHGAP35	30	41	23	17	977	770	1486	1246
ARHGAP36	0	0	0	0	0	0	0	0
ARHGAP39	1	0	1	2	78	91	113	118
ARHGAP4	0	0	0	0	2	0	2	0
ARHGAP40	0	0	0	0	0	0	0	0
ARHGAP42	0	1	3	1	82	69	160	149
ARHGAP44	32	24	26	26	5	18	3	14
ARHGAP5	5	6	1	7	841	662	1161	1257
ARHGAP5-AS1	2	3	0	1	0	0	0	0
ARHGAP6	1	0	0	1	22	9	41	23
ARHGAP8	0	0	0	0	0	0	0	0
ARHGAP9	0	0	0	0	1	1	0	0
ARHGDIA	139	208	127	132	5664	3241	8015	6287
ARHGDIB	0	4	1	0	66	32	114	116
ARHGDIG	0	0	0	0	0	0	0	0
ARHGEF1	14	23	9	14	2631	2311	3524	3905
ARHGEF10	5	9	3	8	623	574	964	1230
ARHGEF10L	1	0	0	0	31	13	60	82
ARHGEF11	5	4	3	5	340	287	449	554
ARHGEF12	23	23	22	25	393	299	615	758
ARHGEF15	0	0	0	0	0	0	0	0
ARHGEF16	0	0	0	0	2	0	2	1
ARHGEF17	17	11	11	6	306	311	364	511
ARHGEF18	9	15	12	9	528	253	741	513
ARHGEF19	1	0	0	0	74	68	97	133
ARHGEF2	52	74	66	52	2896	2605	3950	4159
ARHGEF25	1	3	0	3	25	19	35	30
ARHGEF26	8	13	11	6	119	127	167	159
ARHGEF26-AS1	104	88	78	85	0	0	0	0
ARHGEF28	5	11	5	5	336	366	452	700
ARHGEF3	8	6	1	9	431	516	400	370
ARHGEF3-AS1	0	0	0	0	0	0	0	0
ARHGEF33	4	3	0	0	0	0	0	1
ARHGEF34P	0	0	0	0	0	0	0	0
ARHGEF35	0	0	0	0	0	0	0	0
ARHGEF37	0	0	0	0	0	0	0	0
ARHGEF38	31	46	56	54	0	0	0	0
ARHGEF38-IT1	0	0	0	0	0	0	0	0
ARHGEF39	565	638	645	597	79	33	157	125
ARHGEF4	1	3	2	7	67	143	74	117
ARHGEF40	141	129	91	108	724	544	1122	1058
ARHGEF5	0	0	0	0	0	0	0	0
ARHGEF6	7	6	4	5	132	83	220	232
ARHGEF7	4	12	2	4	495	538	695	662
ARHGEF7-AS1	0	0	0	0	0	0	0	0
ARHGEF7-AS2	0	0	0	0	0	0	0	0
ARHGEF9	5	5	2	4	41	47	57	72
ARHGEF9-IT1	0	0	0	0	0	0	0	0
ARID1A	12	24	16	17	1800	1666	2182	2844
ARID1B	12	21	6	8	634	590	950	1074
ARID2	3	9	6	5	986	1122	1291	1833
ARID3A	3	1	1	0	79	62	81	65
ARID3B	2	5	0	1	22	5	33	36
ARID3C	0	0	0	0	1	0	1	0
ARID4A	2	3	2	5	173	173	280	238
ARID4B	15	14	7	7	504	418	730	806
ARID5A	4	0	4	3	140	123	165	178
ARID5B	4	4	1	3	580	357	941	675
ARIH1	8	26	14	15	651	460	839	783
ARIH2	30	54	35	26	447	363	708	676
ARIH2OS	107	105	92	129	119	251	163	396
ARL1	7	15	5	14	722	565	932	860
ARL10	3	2	3	5	78	54	133	103
ARL11	15	15	11	12	0	1	0	3
ARL13A	6	8	5	6	0	0	0	0
ARL13B	9	8	6	3	190	174	253	168
ARL14	4	0	2	1	37	4	30	12
ARL14EP	4	2	2	4	290	235	439	474
ARL14EPL	0	0	0	0	12	7	15	3
ARL15	0	0	1	0	297	174	360	326
ARL16	7	9	9	16	150	152	237	276
ARL17A	339	405	296	375	62	38	58	55
ARL17B	0	0	0	0	0	0	0	0
ARL2	0	1	0	0	1927	1234	2185	1608
ARL2-SNX15	0	0	0	0	0	0	0	0
ARL2BP	5	2	5	5	339	277	480	422
ARL3	4	7	2	6	754	544	1100	1172
ARL4A	1	5	1	2	82	89	138	119
ARL4C	89	114	75	87	2036	1146	3197	1790
ARL4D	2	11	9	6	81	66	113	120
ARL5A	5	2	3	6	52	63	119	127
ARL5B	2	8	3	1	367	314	473	555
ARL5C	0	0	0	0	0	0	0	0
ARL6	1	3	0	0	110	103	160	183
ARL6IP1	17	27	5	13	1023	1129	1907	1974
ARL6IP4	115	127	61	97	1263	757	1655	1114
ARL6IP5	6	5	3	5	2128	1823	2885	3318
ARL6IP6	23	18	14	5	341	471	543	806
ARL8A	6	7	4	5	729	422	936	837
ARL8B	7	11	6	10	933	760	1553	1543
ARL9	0	0	0	0	6	8	6	3
ARMC1	2	1	1	2	356	361	507	528
ARMC10	17	22	11	20	350	382	431	577
ARMC12	0	0	0	0	0	0	1	0
ARMC2	0	0	0	0	15	23	21	25
ARMC2-AS1	1	1	1	3	0	0	0	0
ARMC3	0	0	0	0	0	0	0	0
ARMC4	5	2	1	3	109	77	168	175
ARMC5	45	56	52	56	210	212	224	335
ARMC6	6	6	4	4	731	736	1020	1149
ARMC7	203	216	202	201	125	63	188	164
ARMC8	2	3	5	5	467	530	622	901
ARMC9	3	10	4	1	330	288	460	500
ARMCX1	2	6	3	2	363	305	490	477
ARMCX2	0	0	0	0	327	331	446	459
ARMCX3	15	17	9	15	320	248	461	388
ARMCX4	63	78	59	77	68	205	102	234
ARMCX5	2	2	1	2	100	89	174	165
ARMCX5-GPRASP2	0	0	0	0	0	0	0	0
ARMCX6	1	8	5	16	88	80	112	98
ARMS2	3	2	2	2	0	0	0	0
ARMT1	0	1	1	1	371	293	565	614
ARNT	3	10	3	9	303	292	399	593
ARNT2	6	10	3	13	132	76	221	186
ARNTL	36	35	16	17	184	158	251	362
ARNTL2	35	30	28	30	142	118	256	254
ARNTL2-AS1	188	156	126	166	0	0	0	0
ARPC1A	5	14	1	7	1938	1800	3005	3410
ARPC1B	25	28	21	24	2177	1708	2788	2963
ARPC2	53	89	51	55	5336	3305	7916	6542
ARPC3	10	18	9	13	4098	3624	6038	5973
ARPC4	79	109	55	112	1810	952	2287	1746
ARPC4-TTLL3	0	0	0	0	0	0	0	0
ARPC5	12	19	11	10	945	783	1434	1343
ARPC5L	12	21	20	18	968	1036	1260	1435
ARPIN	11	10	3	8	0	0	0	0
ARPP19	38	25	17	28	1313	811	1936	1214
ARPP21	1	5	2	0	0	0	1	0
